"code","country","siteid","site_name","compiler","species","common_name","years_monitored","latitude","longitude","nesting_status"
"AG","Antigua and Barbuda","WCAG7","Mill Reef beaches","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",1992,17.0572,-61.6773,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG7","Mill Reef beaches","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.0572,-61.6773,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG19","Morris Bay","WIDECAST","Chelonia mydas","Green Sea Turtle",1992,17.015952,-61.843925,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG19","Morris Bay","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",1992,17.015952,-61.843925,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG19","Morris Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.015952,-61.843925,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG39","North Beach to Cobb Cove","WIDECAST","Chelonia mydas","Green Sea Turtle",1992,17.728076,-61.852232,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG39","North Beach to Cobb Cove","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.728076,-61.852232,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG24","Pearn's Point beaches","WIDECAST","Chelonia mydas","Green Sea Turtle",1992,17.07921,-61.905585,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG24","Pearn's Point beaches","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",1992,17.07921,-61.905585,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG24","Pearn's Point beaches","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.07921,-61.905585,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG45","Pigeon Cliff to Griffen Point","WIDECAST","Chelonia mydas","Green Sea Turtle",1992,17.5766,-61.7368,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG45","Pigeon Cliff to Griffen Point","WIDECAST","Dermochelys coriacea","Leatherback Sea Turtle",1992,17.5766,-61.7368,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG45","Pigeon Cliff to Griffen Point","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.5766,-61.7368,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG11","Pigeon Point","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.0095,-61.7756,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG33","Runaway Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.150933,-61.854628,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG31","Sandy Island","WIDECAST","Chelonia mydas","Green Sea Turtle",1992,17.13545,-61.9279,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG31","Sandy Island","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.13545,-61.9279,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG35","Soldier Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.1725,-61.8331,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG47","Spanish Point","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.549,-61.7384,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG16","Tuck's","WIDECAST","Chelonia mydas","Green Sea Turtle",1992,17.0082,-61.8195,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG16","Tuck's","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.0082,-61.8195,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG13","Turtle Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.010361,-61.791051,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG43","Two Feet Bay","WIDECAST","Chelonia mydas","Green Sea Turtle",1992,17.680296,-61.779816,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG43","Two Feet Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.680296,-61.779816,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG36","White Sand","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.1706,-61.8044,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG10","Windward Bay","WIDECAST","Chelonia mydas","Green Sea Turtle",1992,17.005,-61.7745,"UNQUANTIFIED"
"AG","Antigua and Barbuda","WCAG10","Windward Bay","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",1992,17.005,-61.7745,"UNQUANTIFIED"
"AW","Aruba","AW10","Andicuri","WIDECAST","Chelonia mydas","Green Sea Turtle",2014,12.5375888888889,-69.9558805555556,"QUANTIFIED"
"AW","Aruba","AW08","California","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2010,12.6178444444444,-70.0462555555555,"QUANTIFIED"
"AW","Aruba","AW09","Rincon","WIDECAST","Eretmochelys imbricata","Hawksbill Sea Turtle",2010,12.458586,-69.879242,"QUANTIFIED"
"ASCENSION","Ascension Island","ASCENSION01","Ascension Island",NA,"Chelonia mydas","Green Sea Turtle",2004,-7.922596696,-14.41045822,"QUANTIFIED"
"AU","Australia","AU84","80 Mile Beach - AP +100km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.749474,120.678526,"UNQUANTIFIED"
"AU","Australia","AU85","80 Mile Beach - AP +105km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.778027,120.603573,"UNQUANTIFIED"
"AU","Australia","AU86","80 Mile Beach - AP +110km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.791114,120.555983,"UNQUANTIFIED"
"AU","Australia","AU87","80 Mile Beach - AP +115km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.808689,120.514715,"UNQUANTIFIED"
"AU","Australia","AU88","80 Mile Beach - AP +120km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.822966,120.469505,"UNQUANTIFIED"
"AU","Australia","AU89","80 Mile Beach - AP +155km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.915764,120.153037,"UNQUANTIFIED"
"AU","Australia","AU90","80 Mile Beach - AP +170km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.932421,119.979336,"UNQUANTIFIED"
"AU","Australia","AU91","80 Mile Beach - AP +20km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.352588,121.326402,"UNQUANTIFIED"
"AU","Australia","AU92","80 Mile Beach - AP +30km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.424063,121.25831,"UNQUANTIFIED"
"AU","Australia","AU93","80 Mile Beach - AP +35km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.45515,121.22246,"UNQUANTIFIED"
"AU","Australia","AU94","80 Mile Beach - AP +45km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.512003,121.151919,"UNQUANTIFIED"
"AU","Australia","AU95","80 Mile Beach - AP +50km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.540557,121.111469,"UNQUANTIFIED"
"AU","Australia","AU83","80 Mile Beach - AP + 5km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.246396,121.406193,"UNQUANTIFIED"
"AU","Australia","AU96","80 Mile Beach - AP +80km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.677376,120.847943,"UNQUANTIFIED"
"AU","Australia","AU97","80 Mile Beach - AP +85km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.695341,120.804637,"UNQUANTIFIED"
"AU","Australia","AU98","80 Mile Beach - AP +90km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.713782,120.764781,"UNQUANTIFIED"
"AU","Australia","AU99","80 Mile Beach - AP +95km",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.729843,120.72314,"UNQUANTIFIED"
"AU","Australia","AU100","80 Mile Beach - Caravan Park",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.75924,120.653392,"UNQUANTIFIED"
"AU","Australia","AU101","80 Mile Beach - Pardoo area",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.968147,119.841419,"UNQUANTIFIED"
"AU","Australia","AU102","Abutilon I - NE",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.665242,115.581536,"UNQUANTIFIED"
"AU","Australia","AU57","Aims",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.3333,147.0333,"QUANTIFIED"
"AU","Australia","AU01","Albany Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",1997,-10.7266,142.607,"QUANTIFIED"
"AU","Australia","AU163","Alger Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.875,135.963333,"NO-NESTING"
"AU","Australia","AU164","Amagbirra Island",NA,"Natator depressus","Flatback Sea Turtle",1999,-13.596667,136.273333,"QUANTIFIED"
"AU","Australia","AU103","Amenity",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.65551,115.578883,"UNQUANTIFIED"
"AU","Australia","AU104","Anderson",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.658846,115.580733,"UNQUANTIFIED"
"AU","Australia","AU270","Angourie Surf Reserve",NA,"Chelonia mydas","Green Sea Turtle",2009,-29.4811,153.359,"QUANTIFIED"
"AU","Australia","AU59","Aquilla Island",NA,"Natator depressus","Flatback Sea Turtle",2008,-21.978208,149.575414,"UNQUANTIFIED"
"AU","Australia","AU282","Ashmore Reef",NA,"Chelonia mydas","Green Sea Turtle",1996,-12.245043,123.090096,"UNQUANTIFIED"
"AU","Australia","AU165","Astell Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.885,136.498333,"QUANTIFIED"
"AU","Australia","AU02","Aukane Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",1997,-9.87385,143.399,"QUANTIFIED"
"AU","Australia","AU60","Avoid Island, Broad Sound",NA,"Natator depressus","Flatback Sea Turtle",2008,-21.9771,149.6643,"QUANTIFIED"
"AU","Australia","AU49","Badu and neighboring area",NA,"Natator depressus","Flatback Sea Turtle",2008,-10.1836,142.1623,"QUANTIFIED"
"AU","Australia","AU40","Bare Sand Island",NA,"Lepidochelys olivacea","Olive Ridley",1997,-12.5373045936,130.417842865,"UNQUANTIFIED"
"AU","Australia","AU40","Bare Sand Island",NA,"Natator depressus","Flatback Sea Turtle",2008,-12.5373045936,130.417842865,"QUANTIFIED"
"AU","Australia","AU03","Bateman's Bay, Coral Bay Division",NA,"Caretta caretta","Loggerhead Sea Turtle",2005,-23.14474,113.766431,"QUANTIFIED"
"AU","Australia","AU105","Beach2 NW coast",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.458224,116.598328,"UNQUANTIFIED"
"AU","Australia","AU106","Beach3 NW coast",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.460756,116.595443,"UNQUANTIFIED"
"AU","Australia","AU107","Beach4 NW coast",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.463478,116.592485,"UNQUANTIFIED"
"AU","Australia","AU108","Beach5 NW coast",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.465686,116.591043,"UNQUANTIFIED"
"AU","Australia","AU109","Beach6 NW coast",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.468502,116.588614,"UNQUANTIFIED"
"AU","Australia","AU110","Beach7 NW coast",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.476383,116.584172,"UNQUANTIFIED"
"AU","Australia","AU332","Bell Cay",NA,"Chelonia mydas","Green Sea Turtle",2009,-21.8167,151.25,"UNQUANTIFIED"
"AU","Australia","AU111","Bell's",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.611907,117.153617,"UNQUANTIFIED"
"AU","Australia","AU04","Bet Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",1997,-10.1469,142.821,"QUANTIFIED"
"AU","Australia","AU166","Bickerton Island",NA,"Natator depressus","Flatback Sea Turtle",1999,-13.75,136.205,"NO-NESTING"
"AU","Australia","AU320","Bigge Island","IOSEA","Chelonia mydas","Green Sea Turtle",2006,-14.53143,125.11597,"QUANTIFIED"
"AU","Australia","AU05","Bivalve",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2006,-20.796209,115.464452,"QUANTIFIED"
"AU","Australia","AU46","Blacks",NA,"Natator depressus","Flatback Sea Turtle",2008,-21.0543,149.1914,"QUANTIFIED"
"AU","Australia","AU61","Bountiful Island",NA,"Natator depressus","Flatback Sea Turtle",1992,-16.659907,139.864579,"UNQUANTIFIED"
"AU","Australia","AU06","Bourke Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",1997,-9.88952,143.491,"QUANTIFIED"
"AU","Australia","AU07","Boydong Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",1997,-11.4863,143.022,"QUANTIFIED"
"AU","Australia","AU345","Bramble Cay",NA,"Chelonia mydas","Green Sea Turtle",2001,-9.14189,143.87625,"UNQUANTIFIED"
"AU","Australia","AU62","Brampton Island",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.808577,149.273534,"UNQUANTIFIED"
"AU","Australia","AU167","Bremer Island",NA,"Natator depressus","Flatback Sea Turtle",1999,-12.113333,136.813333,"QUANTIFIED"
"AU","Australia","AU168","Bridgeland Island",NA,"Natator depressus","Flatback Sea Turtle",1999,-12.875,136.673333,"QUANTIFIED"
"AU","Australia","AU112","Bridled I - NW Beach",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.636111,115.557487,"UNQUANTIFIED"
"AU","Australia","AU169","Bromby Island chain",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.866667,136.573333,"QUANTIFIED"
"AU","Australia","AU170","Bumaga Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.758333,136.086667,"QUANTIFIED"
"AU","Australia","AU08","Bungelup",NA,"Caretta caretta","Loggerhead Sea Turtle",2006,-22.28139,113.83083,"QUANTIFIED"
"AU","Australia","AU171","Burgunngura Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.59,136.081667,"QUANTIFIED"
"AU","Australia","AU172","Burney Island",NA,"Natator depressus","Flatback Sea Turtle",1999,-13.593333,136.238333,"NO-NESTING"
"AU","Australia","AU333","Busy Island",NA,"Chelonia mydas","Green Sea Turtle",2009,-20.9532,150.07223,"UNQUANTIFIED"
"AU","Australia","AU271","Cabarita",NA,"Chelonia mydas","Green Sea Turtle",2010,-28.331,153.571,"QUANTIFIED"
"AU","Australia","AU117","Cable",NA,"Natator depressus","Flatback Sea Turtle",2008,-17.944753,122.242054,"QUANTIFIED"
"AU","Australia","AU118","Caesar Island",NA,"Natator depressus","Flatback Sea Turtle",2008,-16.063183,123.933926,"UNQUANTIFIED"
"AU","Australia","AU63","Cape Bowling Green",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.20591,147.037075,"UNQUANTIFIED"
"AU","Australia","AU64","Cape Cleveland",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.337533,147.064457,"UNQUANTIFIED"
"AU","Australia","AU174","Cape Cockburn",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.338333,132.881667,"QUANTIFIED"
"AU","Australia","AU39","Cape Domett",NA,"Natator depressus","Flatback Sea Turtle",2006,-14.800278,128.401389,"QUANTIFIED"
"AU","Australia","AU42","Cape Hillsborough",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.9199,149.0455,"QUANTIFIED"
"AU","Australia","AU283","Cape Leveque",NA,"Lepidochelys olivacea","Olive Ridley",2008,-16.395,122.934,"QUANTIFIED"
"AU","Australia","AU284","Cape Van Diemen",NA,"Lepidochelys olivacea","Olive Ridley",2004,-11.1727,130.381,"QUANTIFIED"
"AU","Australia","AU43","Carlisle Island",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.7833,149.2833,"QUANTIFIED"
"AU","Australia","AU322","Cassini Island","IOSEA","Chelonia mydas","Green Sea Turtle",2006,-14.09125,125.56299,"QUANTIFIED"
"AU","Australia","AU175","Casuarina",NA,"Natator depressus","Flatback Sea Turtle",2004,-12.343333,130.88,"QUANTIFIED"
"AU","Australia","AU328","Chilcott Islet",NA,"Chelonia mydas","Green Sea Turtle",2004,-16.93749,150.00339,"QUANTIFIED"
"AU","Australia","AU123","Chookie Bay (gen)",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.467505,116.606595,"UNQUANTIFIED"
"AU","Australia","AU124","Chookie Bay (W)",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.466054,116.605127,"UNQUANTIFIED"
"AU","Australia","AU113","C Keraudren",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.971257,119.787732,"QUANTIFIED"
"AU","Australia","AU285","Clack Reef",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",2009,-14.0513,144.2677,"UNQUANTIFIED"
"AU","Australia","AU114","C Missieissy: S side - AP access",NA,"Natator depressus","Flatback Sea Turtle",2005,-19.157279,121.46906,"QUANTIFIED"
"AU","Australia","AU115","C Missiessy - N side",NA,"Natator depressus","Flatback Sea Turtle",2008,-19.025457,121.53866,"UNQUANTIFIED"
"AU","Australia","AU286","Cobourg Peninsula",NA,"Lepidochelys olivacea","Olive Ridley",1969,-11.3571462039,132.235504624,"UNQUANTIFIED"
"AU","Australia","AU44","Cockermouth",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.7747,149.3989,"QUANTIFIED"
"AU","Australia","AU125","Cooks",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.642654,115.56721,"UNQUANTIFIED"
"AU","Australia","AU287","Coral Sea Platform",NA,"Chelonia mydas","Green Sea Turtle",2008,-16.604,150.3417,"UNQUANTIFIED"
"AU","Australia","AU176","Cotton Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.865,136.475,"QUANTIFIED"
"AU","Australia","AU126","Cowrie (main)",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.413064,118.076104,"UNQUANTIFIED"
"AU","Australia","AU127","Cowrie West",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.420581,118.054906,"UNQUANTIFIED"
"AU","Australia","AU70","Crab Island",NA,"Chelonia mydas","Green Sea Turtle",1983,-10.990221,142.1023567,"UNQUANTIFIED"
"AU","Australia","AU70","Crab Island",NA,"Lepidochelys olivacea","Olive Ridley",1983,-10.990221,142.1023567,"UNQUANTIFIED"
"AU","Australia","AU177","Croker Island",NA,"Chelonia mydas","Green Sea Turtle",2009,-11.176442,132.531511,"UNQUANTIFIED"
"AU","Australia","AU177","Croker Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.176442,132.531511,"QUANTIFIED"
"AU","Australia","AU116","C St Lambert",NA,"Natator depressus","Flatback Sea Turtle",2008,-14.303159,127.76311,"UNQUANTIFIED"
"AU","Australia","AU66","Curtis Island",NA,"Natator depressus","Flatback Sea Turtle",2008,-23.7,151.3,"QUANTIFIED"
"AU","Australia","AU09","Dadalai (Canoe) Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",1997,-10.5713,142.177,"QUANTIFIED"
"AU","Australia","AU56","Dagadan Beach - Mornington",NA,"Natator depressus","Flatback Sea Turtle",2008,-16.4027,139.6042,"QUANTIFIED"
"AU","Australia","AU288","Dampier Archipelago",NA,"Chelonia mydas","Green Sea Turtle",2009,-20.579562,116.632444,"UNQUANTIFIED"
"AU","Australia","AU178","Darch Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.203333,132.668333,"QUANTIFIED"
"AU","Australia","AU289","Darcy Islands",NA,"Lepidochelys olivacea","Olive Ridley",2008,-15.346,124.394,"QUANTIFIED"
"AU","Australia","AU290","Darnley Island",NA,"Chelonia mydas","Green Sea Turtle",2009,-9.590671,143.778478,"UNQUANTIFIED"
"AU","Australia","AU10","Dayman Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",1997,-10.7628,142.373,"QUANTIFIED"
"AU","Australia","AU128","Delambre I - general",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.464712,117.07519,"UNQUANTIFIED"
"AU","Australia","AU129","Delambre Island",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.450778,117.075593,"UNQUANTIFIED"
"AU","Australia","AU179","Drysdale Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.683611,135.996667,"QUANTIFIED"
"AU","Australia","AU180","Dudly Island",NA,"Natator depressus","Flatback Sea Turtle",1999,-12.885,136.728333,"NO-NESTING"
"AU","Australia","AU131","East End",NA,"Natator depressus","Flatback Sea Turtle",2008,-21.460154,115.024104,"UNQUANTIFIED"
"AU","Australia","AU130","E Lighthouse",NA,"Natator depressus","Flatback Sea Turtle",2008,-21.324804,115.168999,"UNQUANTIFIED"
"AU","Australia","AU334","Erskine Island",NA,"Chelonia mydas","Green Sea Turtle",2009,-23.5026,151.77223,"UNQUANTIFIED"
"AU","Australia","AU68","Facing Island",NA,"Natator depressus","Flatback Sea Turtle",2008,-23.776676,151.339316,"UNQUANTIFIED"
"AU","Australia","AU335","Fairfax Island",NA,"Chelonia mydas","Green Sea Turtle",2009,-23.85713,152.37302,"UNQUANTIFIED"
"AU","Australia","AU181","Field Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-12.113333,132.418333,"QUANTIFIED"
"AU","Australia","AU182","Five Mile to Native Point",NA,"Natator depressus","Flatback Sea Turtle",2004,-12.861667,130.343333,"QUANTIFIED"
"AU","Australia","AU71","Flinders",NA,"Lepidochelys olivacea","Olive Ridley",2010,-12.22,141.72,"UNQUANTIFIED"
"AU","Australia","AU71","Flinders",NA,"Natator depressus","Flatback Sea Turtle",2008,-12.22,141.72,"QUANTIFIED"
"AU","Australia","AU183","Flinders Peninsula North",NA,"Natator depressus","Flatback Sea Turtle",2004,-12.073333,136.04,"QUANTIFIED"
"AU","Australia","AU69","Flock Pigeon Island",NA,"Natator depressus","Flatback Sea Turtle",2008,-22.127008,149.582291,"UNQUANTIFIED"
"AU","Australia","AU184","Fowler Island",NA,"Natator depressus","Flatback Sea Turtle",1999,-13.33,135.968333,"NO-NESTING"
"AU","Australia","AU336","Fraser Island",NA,"Chelonia mydas","Green Sea Turtle",2009,-24.8138,153.22458,"UNQUANTIFIED"
"AU","Australia","AU185","Garalja Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-12.071667,136.098333,"QUANTIFIED"
"AU","Australia","AU132","Geoffroy Bay",NA,"Natator depressus","Flatback Sea Turtle",2008,-18.92671,121.588628,"UNQUANTIFIED"
"AU","Australia","AU186","Gooninnah Island",NA,"Natator depressus","Flatback Sea Turtle",1999,-13.315,136.376667,"NO-NESTING"
"AU","Australia","AU291","Goulburn Island",NA,"Chelonia mydas","Green Sea Turtle",2009,-11.611039,133.403638,"UNQUANTIFIED"
"AU","Australia","AU133","Governor Islands",NA,"Natator depressus","Flatback Sea Turtle",2008,-13.935878,126.691756,"UNQUANTIFIED"
"AU","Australia","AU187","Graham Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.753333,135.953333,"QUANTIFIED"
"AU","Australia","AU188","Grant Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.158333,132.885,"QUANTIFIED"
"AU","Australia","AU189","Greenhill Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.595,132.121667,"QUANTIFIED"
"AU","Australia","AU292","Groote Eylandt",NA,"Chelonia mydas","Green Sea Turtle",1999,-13.9283549559,136.778964019,"UNQUANTIFIED"
"AU","Australia","AU292","Groote Eylandt",NA,"Lepidochelys olivacea","Olive Ridley",1981,-13.9283549559,136.778964019,"UNQUANTIFIED"
"AU","Australia","AU30","Groote Eylandt SE coast, from Dalumbu Bay to Cape Beatrice",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",1997,-14.153333,136.781667,"QUANTIFIED"
"AU","Australia","AU30","Groote Eylandt SE coast, from Dalumbu Bay to Cape Beatrice",NA,"Natator depressus","Flatback Sea Turtle",1999,-14.153333,136.781667,"QUANTIFIED"
"AU","Australia","AU190","Groote Eylandt, Umbakumba to Lugadamanja Point",NA,"Natator depressus","Flatback Sea Turtle",1999,-13.856667,136.826667,"QUANTIFIED"
"AU","Australia","AU191","Groote southern coast from Cape Beatrice to Tasman Point",NA,"Natator depressus","Flatback Sea Turtle",1999,-14.305,136.951667,"QUANTIFIED"
"AU","Australia","AU192","Guion Point to Braithwaite Point",NA,"Natator depressus","Flatback Sea Turtle",2004,-11.78,133.67,"QUANTIFIED"
"AU","Australia","AU193","Gwakura Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-12.188333,136.025,"NO-NESTING"
"AU","Australia","AU194","Hardy Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-12.293333,136.055,"NO-NESTING"
"AU","Australia","AU134","Harriet",NA,"Natator depressus","Flatback Sea Turtle",2008,-20.657316,115.579256,"UNQUANTIFIED"
"AU","Australia","AU323","Hat Point","IOSEA","Chelonia mydas","Green Sea Turtle",2006,-13.91551,126.04419,"QUANTIFIED"
"AU","Australia","AU12","Hawkesbury Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",1997,-10.3692,142.1286,"QUANTIFIED"
"AU","Australia","AU11","Hawkesbury (Warral) Island",NA,"Eretmochelys imbricata","Hawksbill Sea Turtle",1997,-10.3812,142.126,"QUANTIFIED"
"AU","Australia","AU195","Hawk Island",NA,"Natator depressus","Flatback Sea Turtle",1999,-13.67,136.898333,"QUANTIFIED"
"AU","Australia","AU135","Helpman Islands",NA,"Natator depressus","Flatback Sea Turtle",2008,-16.720612,123.614471,"QUANTIFIED"
"AU","Australia","AU13","Heron Island, south Great Barrier Reef",NA,"Caretta caretta","Loggerhead Sea Turtle",2005,-23.441931,151.91435,"QUANTIFIED"
"AU","Australia","AU13","Heron Island, south Great Barrier Reef",NA,"Chelonia mydas","Green Sea Turtle",1989,-23.441931,151.91435,"UNQUANTIFIED"
"AU","Australia","AU337","Hoskyn Island",NA,"Chelonia mydas","Green Sea Turtle",2009,-23.80718,152.29125,"UNQUANTIFIED"
"AU","Australia","AU196","Indian Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-12.576667,130.5,"QUANTIFIED"
"AU","Australia","AU197","Islands in Buckingham Bay",NA,"Natator depressus","Flatback Sea Turtle",2004,-12.153333,135.811667,"NO-NESTING"
"AU","Australia","AU198","Islands on north side of Flinders Peninsula",NA,"Natator depressus","Flatback Sea Turtle",2004,-12.143333,135.913333,"NO-NESTING"
"AU","Australia","AU199","Isle Woodah",NA,"Natator depressus","Flatback Sea Turtle",1999,-13.443333,136.153333,"QUANTIFIED"
"AU","Australia","AU136","Janawan (N Help I)",NA,"Natator depressus","Flatback Sea Turtle",2008,-16.717728,123.616704,"UNQUANTIFIED"
"AU","Australia","AU72","Janie",NA,"Natator depressus","Flatback Sea Turtle",2008,-12.0274,141.826,"QUANTIFIED"
"AU","Australia","AU200","Jolly Island",NA,"Natator depressus","Flatback Sea Turtle",2004,-15.766667,136.946667,"NO-NESTING"
"AU","Australia","AU137","Kingfisher Island",NA,"Natator depressus","Flatback Sea Turtle",2008,-16.087904,124.070951,"UNQUANTIFIED"
"AU","Australia","AU272","Kingscliff",NA,"Caretta caretta","Loggerhead Sea Turtle",2008,-28.2556,153.575,"QUANTIFIED"
"AU","Australia","AU138","Lacrosse Island",NA,"Natator depressus","Flatback Sea Turtle",2008,-14.747894,128.322006,"UNQUANTIFIED"
"AU","Australia","AU338","Lady Elliot Island",NA,"Chelonia mydas","Green Sea Turtle",2009,-24.11345,152.71478,"UNQUANTIFIED"
"AU","Australia","AU139","Lamarck Island","IOSEA","Chelonia mydas","Green Sea Turtle",2006,-14.77509,125.02967,"QUANTIFIED"
